Labyrinth,0.0927835051546,0.09375,0.101123595506,0.1,0.10752688172,0.103092783505,0.106382978723,0.106382978723,0.0833333333333,0.0729166666667,0.0833333333333,0.0833333333333,0.0833333333333,0.0816326530612,0.0816326530612,0.0816326530612,0.0816326530612,0.0816326530612,0.0824742268041,0.0824742268041,0.0816326530612,0.0816326530612,0.0816326530612,0.0808080808081,0.09375,0.0947368421053,0.0947368421053,0.0947368421053,0.0947368421053,0.0947368421053,0.0947368421053,0.09375,0.0918367346939,0.0918367346939,0.0957446808511,0.106382978723,0.115789473684,0.0947368421053
Biomass,0.0319634703196,0.031746031746,0.0298165137615,0.0298850574713,0.0290827740492,0.0288248337029,0.02466367713,0.02466367713,0.02466367713,0.0244988864143,0.0243362831858,0.0242290748899,0.0242290748899,0.0241228070175,0.0241228070175,0.0241228070175,0.0241228070175,0.0241228070175,0.0241758241758,0.0242825607064,0.0242825607064,0.0242825607064,0.0242825607064,0.0242825607064,0.0243902439024,0.0243362831858,0.0243362831858,0.0242290748899,0.0242290748899,0.0242290748899,0.0242290748899,0.0242290748899,0.0237580993521,0.0237580993521,0.0239651416122,0.0239130434783,0.0239651416122,0.0240700218818
Triumph Crate,1.27777777778,1.49056603774,1.49056603774,1.49056603774,1.31666666667,1.26984126984,1.26984126984,1.21212121212,1.234375,1.234375,1.234375,1.33333333333,1.33333333333,1.28571428571,1.28571428571,1.28571428571,1.28571428571,1.28571428571,1.28125,1.28125,1.28125,1.28125,1.28125,1.28125,1.296875,1.33870967742,1.33870967742,1.33870967742,1.3606557377,1.33870967742,1.43548387097,1.43548387097,1.34328358209,1.34328358209,1.34328358209,1.36923076923,1.44615384615,1.53846153846
Heatwave,0.357664233577,0.357664233577,0.365671641791,0.373134328358,0.365671641791,0.380597014925,0.398496240602,0.398496240602,0.390977443609,0.382352941176,0.385185185185,0.39552238806,0.392592592593,0.386861313869,0.379562043796,0.386861313869,0.394160583942,0.386861313869,0.394160583942,0.410447761194,0.407407407407,0.407407407407,0.407407407407,0.407407407407,0.401459854015,0.416058394161,0.416058394161,0.413043478261,0.413043478261,0.410071942446,0.411764705882,0.411764705882,0.394160583942,0.394160583942,0.36,0.366666666667,0.371621621622,0.391608391608
Hellfire,0.148148148148,0.148148148148,0.148148148148,0.148148148148,0.148148148148,0.148148148148,0.148148148148,0.153846153846,0.142857142857,0.142857142857,0.137931034483,0.142857142857,0.148148148148,0.153846153846,0.115384615385,0.115384615385,0.153846153846,0.115384615385,0.115384615385,0.12,0.12,0.12,0.12,0.12,0.125,0.125,0.125,0.12,0.12,0.130434782609,0.130434782609,0.130434782609,0.173913043478,0.173913043478,0.125,0.0833333333333,0.0833333333333,0.0833333333333
Sub-Zero,0.210526315789,0.210526315789,0.210526315789,0.157894736842,0.210526315789,0.210526315789,0.210526315789,0.210526315789,0.210526315789,0.210526315789,0.2,0.2,0.2,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.190476190476,0.142857142857,0.142857142857,0.142857142857,0.15,0.15,0.15,0.210526315789,0.222222222222,0.222222222222,0.166666666667,0.166666666667,0.166666666667
Parallax,0.529411764706,0.529411764706,0.553191489362,0.541666666667,0.509803921569,0.538461538462,0.571428571429,0.571428571429,0.530612244898,0.54,0.583333333333,0.571428571429,0.54,0.549019607843,0.549019607843,0.529411764706,0.529411764706,0.529411764706,0.529411764706,0.509803921569,0.5,0.5,0.519230769231,0.509803921569,0.551020408163,0.551020408163,0.551020408163,0.551020408163,0.551020408163,0.5625,0.541666666667,0.530612244898,0.530612244898,0.530612244898,0.5625,0.583333333333,0.604166666667,0.5625
Key,1.1935483871,1.1935483871,1.1935483871,1.16129032258,1.16129032258,1.15151515152,1.13333333333,1.13333333333,1.16129032258,1.1875,1.1875,1.1935483871,1.1935483871,1.1935483871,1.1935483871,1.1935483871,1.1935483871,1.1935483871,1.12903225806,1.12903225806,1.12903225806,1.12903225806,1.22580645161,1.22580645161,1.32258064516,1.3125,1.3125,1.3125,1.3125,1.42424242424,1.42424242424,1.42424242424,1.4375,1.4375,1.4375,1.38235294118,1.44117647059,1.57575757576
20XX,0.31,0.31,0.313131313131,0.3,0.316831683168,0.31067961165,0.326732673267,0.33,0.32,0.293577981651,0.296296296296,0.311926605505,0.311926605505,0.302752293578,0.302752293578,0.3,0.288288288288,0.288288288288,0.297297297297,0.285714285714,0.283185840708,0.283185840708,0.29203539823,0.283185840708,0.29203539823,0.300884955752,0.300884955752,0.298245614035,0.298245614035,0.286956521739,0.289473684211,0.289473684211,0.302752293578,0.302752293578,0.293577981651,0.305555555556,0.314814814815,0.296296296296
Bubbly,1.37931034483,1.37931034483,1.39285714286,1.31034482759,1.34482758621,1.37931034483,1.37931034483,1.37931034483,1.37931034483,1.41379310345,1.42857142857,1.41379310345,1.41379310345,1.41379310345,1.41379310345,1.41379310345,1.37931034483,1.37931034483,1.37931034483,1.3,1.25806451613,1.25806451613,1.25806451613,1.25806451613,1.37931034483,1.36666666667,1.36666666667,1.36666666667,1.36666666667,1.36666666667,1.41379310345,1.41379310345,1.37931034483,1.37931034483,1.42857142857,1.42857142857,1.34482758621,1.23333333333
